cid|client_name|chatwoot_account_name|cutoff_day|period_start|status|alerta|conversations_total|messages_total|customer_messages_total|outgoing_messages_total|avg_messages_per_conversation|contracted_inboxes_count|observed_inboxes_count|active_inboxes_count|inactive_inboxes_count|contracted_messages_monthly|contracted_agents|pct_uso|uso_rango|base_medicion|pct_uso_bolsa|prev_messages_total|crecimiento_pct|tendencia|tier|last_activity_at
112607|HomiRent|BOT-TEST|19|2026-07-20|usage_alert|bajo|0|0|0|0|0|1|2|~|~|0|4|0|0-25|hibrido|~|0|~|sin_historico|A|~
112607|HomiRent|BOT-TEST|19|2026-06-20|usage_alert|bajo|0|0|0|0|0|1|2|0|1|0|4|0|0-25|hibrido|~|0|~|sin_historico|~|~
177363|SIMAGASMEX|Servimaster (Simagas)|19|2026-07-20|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|8|0|0-25|agentes|~|0|~|sin_historico|C|~
177363|SIMAGASMEX|Servimaster (Simagas)|19|2026-06-20|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|8|0|0-25|agentes|~|0|~|sin_historico|~|~
160191|CIME POWER SYSTEMS|CIMEPOWER|19|2026-07-20|usage_alert|bajo|0|0|0|0|0|1|2|~|~|0|3|0|0-25|agentes|~|0|~|sin_historico|A|~
160191|CIME POWER SYSTEMS|CIMEPOWER|19|2026-06-20|usage_alert|bajo|0|0|0|0|0|1|2|0|1|0|3|0|0-25|agentes|~|12|-100|baja|~|~
48965|Hoteles BONITTO INN®|Hoteles BONITTO INN®|19|2026-07-20|ok|crecimiento|585|8146|4657|3489|13.92|1|23|~|~|0|8|578.6|100+|hibrido|~|2763|194.8|sube|B|~
48965|Hoteles BONITTO INN®|Hoteles BONITTO INN®|19|2026-06-20|operational_error|crecimiento|432|2763|1483|1280|6.4|1|23|0|1|0|8|345.4|100+|hibrido|~|0|~|sube|~|2026-07-20
155337|Kredi|Ejecutivos BanCoppel|19|2026-07-20|ok|crecimiento|236|4314|2719|1595|18.28|1|10|~|~|0|5|1092.2|100+|agentes|~|2002|115.5|sube|A|~
155337|Kredi|Ejecutivos BanCoppel|19|2026-06-20|operational_error|crecimiento|313|2002|1204|798|6.4|1|10|0|1|0|5|400.4|100+|agentes|~|0|~|sube|~|2026-07-20
79648|IML|IML- Asistencia|20|2026-07-21|ok|bajo|23|177|132|45|7.7|1|7|~|~|0|15|5.6|0-25|hibrido|~|118|50|sube|AA|~
79648|IML|IML- Asistencia|20|2026-06-21|ok|bajo|15|118|101|17|7.87|1|7|~|~|0|15|3.7|0-25|hibrido|~|36|227.8|sube|AA|~
137678|Corporativo GAES|Hotel - Corporativo GAES|20|2026-07-21|usage_alert|bajo|0|0|0|0|0|1|4|~|~|0|2|0|0-25|agentes|~|0|~|sin_historico|C|~
137678|Corporativo GAES|Hotel - Corporativo GAES|20|2026-06-21|usage_alert|bajo|0|0|0|0|0|1|4|~|~|0|2|0|0-25|agentes|~|0|~|sin_historico|C|~
171225|Plennia Global|Plennia Global|20|2026-07-21|ok|crecimiento|237|38512|18469|20043|162.5|1|3|~|~|0|8|4541.5|100+|agentes|~|25048|53.8|sube|AAA|~
171225|Plennia Global|Plennia Global|20|2026-06-21|ok|crecimiento|153|25048|12171|12877|163.71|1|3|~|~|0|8|2953.8|100+|agentes|~|0|~|sube|AAA|~
230|Previsión Legal|Previsión Legal|20|2026-07-21|ok|crecimiento|384|5006|2466|2540|13.04|1|3|~|~|0|7|831.6|100+|hibrido|~|2634|90.1|sube|C|~
230|Previsión Legal|Previsión Legal|20|2026-06-21|ok|crecimiento|190|2634|1343|1291|13.86|1|3|~|~|0|7|437.5|100+|hibrido|~|737|257.4|sube|C|~
61256|Smart Plan Agente de Seguros y Fianzas|Smart Plan, Agente de Seguros y de Fianzas|20|2026-07-21|ok|crecimiento|32|3645|2074|1571|113.91|1|3|~|~|0|6|706.4|100+|agentes|~|4568|-20.2|plana|C|~
61256|Smart Plan Agente de Seguros y Fianzas|Smart Plan, Agente de Seguros y de Fianzas|20|2026-06-21|ok|crecimiento|60|4568|2813|1755|76.13|1|3|~|~|0|6|885.3|100+|agentes|~|632|622.8|sube|C|~
15894|Operati|Operati|20|2026-07-21|ok|crecimiento|24|2072|1035|1037|86.33|1|4|~|~|0|6|401.6|100+|agentes|~|1891|9.6|plana|C|~
15894|Operati|Operati|20|2026-06-21|ok|crecimiento|27|1891|958|933|70.04|1|4|~|~|0|6|366.5|100+|agentes|~|599|215.7|sube|C|~
150903|CYAN MEDICA|Cyan Medica|20|2026-07-21|ok|crecimiento|50|1850|1067|783|37|1|2|~|~|0|2|1075.6|100+|agentes|~|2161|-14.4|plana|C|~
150903|CYAN MEDICA|Cyan Medica|20|2026-06-21|ok|crecimiento|57|2161|1300|861|37.91|1|2|~|~|0|2|1256.4|100+|agentes|~|1053|105.2|sube|C|~
1192|Reference Check|ReferenceCheck Mx|20|2026-07-21|ok|crecimiento|24|283|158|125|11.79|1|5|~|~|0|3|119.4|100+|agentes|~|244|16|plana|A|~
1192|Reference Check|ReferenceCheck Mx|20|2026-06-21|ok|crecimiento|21|244|145|99|11.62|1|5|~|~|0|3|103|100+|agentes|~|204|19.6|plana|A|~
163560|Repemex|Repemex|20|2026-07-21|ok|crecimiento|28|6921|3530|3391|247.18|1|5|~|~|0|4|983.1|100+|agentes|~|9010|-23.2|plana|B|~
163560|Repemex|Repemex|20|2026-06-21|ok|crecimiento|47|9010|4551|4459|191.7|1|5|~|~|0|4|1279.8|100+|agentes|~|0|~|sube|B|~
46962|Oceánica|Oceánica|20|2026-07-21|usage_alert|bajo|0|0|0|0|0|1|10|~|~|2200|4|0|0-25|hibrido|0|0|~|sin_historico|C|~
46962|Oceánica|Oceánica|20|2026-06-21|usage_alert|bajo|0|0|0|0|0|1|10|~|~|2200|4|0|0-25|hibrido|0|0|~|sin_historico|C|~
157116|Recotecnia|Recotecnia|20|2026-07-21|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|3|0|0-25|agentes|~|0|~|sin_historico|B|~
157116|Recotecnia|Recotecnia|20|2026-06-21|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|3|0|0-25|agentes|~|0|~|sin_historico|B|~
109846|IMA NIPSA|IMA NIPSA|20|2026-07-21|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|5|0|0-25|agentes|~|0|~|sin_historico|A|~
109846|IMA NIPSA|IMA NIPSA|20|2026-06-21|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|5|0|0-25|agentes|~|0|~|sin_historico|A|~
162333|Kayrot|KAYROT|20|2026-07-21|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|4|0|0-25|agentes|~|0|~|sin_historico|AA|~
162333|Kayrot|KAYROT|20|2026-06-21|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|4|0|0-25|agentes|~|0|~|sin_historico|AA|~
48866|BATTERY MART|BATTERY MART|20|2026-07-21|ok|ok|492|16135|10351|5784|32.79|1|1|~|~|0|0|~|sin_plan|tendencia|~|17906|-9.9|plana|C|~
48866|BATTERY MART|BATTERY MART|20|2026-06-21|ok|crecimiento|485|17906|11857|6049|36.92|1|1|~|~|0|0|~|sin_plan|tendencia|~|0|~|sube|C|~
79648|IML|IML|20|2026-07-21|ok|crecimiento|6583|84781|33372|51409|12.88|1|15|~|~|0|15|3211.4|100+|hibrido|~|118|71748.3|sube|B|~
79648|IML|IML|20|2026-06-21|ok|crecimiento|5348|71841|28866|42975|13.43|1|15|~|~|0|15|2721.3|100+|hibrido|~|36|199458.3|sube|B|~
131107|Akún|Akun|2|2026-08-03|operational_error|operativo|0|0|0|0|0|31|31|0|31|~|1|0|0-25|agentes|~|1835|-100|baja|~|~
131107|Akún|Akun|2|2026-07-03|ok|crecimiento|82|1835|481|1354|22.38|31|31|~|~|0|1|869.7|100+|agentes|~|2289|-19.8|plana|AA|~
179547|Hope Medical Center|Hope Medical Center|2|2026-08-03|operational_error|operativo|454|2606|1305|1301|5.74|5|6|4|1|~|5|521.2|100+|agentes|~|3825|-31.9|baja|~|~
179547|Hope Medical Center|Hope Medical Center|2|2026-07-03|ok|crecimiento|583|3825|1782|2043|6.56|5|5|~|~|0|5|968.4|100+|agentes|~|1241|208.2|sube|A|~
134571|Gas Economico Metropolitano Chat|Gas Economico Metropolitano|2|2026-08-03|ok|crecimiento|448|21316|8082|13234|47.58|1|1|1|0|~|9|2368.4|100+|agentes|~|11213|90.1|sube|~|~
134571|Gas Economico Metropolitano Chat|Gas Economico Metropolitano|2|2026-07-03|ok|crecimiento|338|11213|6531|4682|33.17|1|1|~|~|0|9|590.5|100+|agentes|~|1938|478.6|sube|AA|~
964|Colegio Banting|Colegios Banting y Brighton|2|2026-08-03|ok|crecimiento|354|4949|2778|2171|13.98|~|11|1|10|~|12|412.4|100+|hibrido|~|3881|27.5|plana|~|~
964|Colegio Banting|Colegios Banting y Brighton|2|2026-07-03|ok|crecimiento|214|3881|2203|1678|18.14|1|11|~|~|0|12|305.1|100+|hibrido|~|1065|264.4|sube|AAA|~
167365|Dolcemia Restaurante|Dolcemia restaurante|3|2026-08-04|operational_error|operativo|20|400|168|232|20|9|9|1|8|~|5|80|75-100|agentes|~|26050|-98.5|baja|~|~
167365|Dolcemia Restaurante|Dolcemia restaurante|3|2026-07-04|ok|crecimiento|465|26050|14668|11382|56.02|9|9|~|~|0|5|6594.9|100+|agentes|~|1298|1906.9|sube|A|~
172791|JAC Celaya|JAC CELAYA|4|2026-08-05|operational_error|operativo|615|5323|2175|3148|8.66|4|6|1|3|~|1|5323|100+|agentes|~|23379|-77.2|baja|~|~
172791|JAC Celaya|JAC CELAYA|4|2026-07-05|ok|crecimiento|1838|23379|10751|12628|12.72|4|5|~|~|0|1|13283.5|100+|agentes|~|1896|1133.1|sube|B|~
157131|CONECTA|Conecta Credicer|4|2026-08-05|ok|operativo|14|5911|1245|4666|422.21|~|1|0|1|2000|4|1477.8|100+|hibrido|~|4362|35.5|sube|~|~
157131|CONECTA|Conecta Credicer|4|2026-07-05|ok|crecimiento|6|4362|924|3438|727|1|1|~|~|2000|4|516.8|100+|hibrido|218.1|28|15478.6|sube|AA|~
127282|SWSUPPLY|SW Supply Compras|4|2026-08-05|ok|crecimiento|381|25627|11198|14429|67.26|~|7|2|5|~|3|8542.3|100+|agentes|~|18285|40.2|sube|~|~
127282|SWSUPPLY|SW Supply Compras|4|2026-07-05|ok|crecimiento|304|18285|7964|10321|60.15|1|7|~|~|0|3|7715.2|100+|agentes|~|5337|242.6|sube|A|~
29090|KUÁNTO|Kuanto|5|2026-08-06|ok|ok|5|274|118|156|54.8|2|2|2|0|~|4|68.5|50-75|agentes|~|242|13.2|plana|~|~
29090|KUÁNTO|Kuanto|5|2026-07-06|ok|ok|9|242|110|132|26.89|2|2|~|~|0|4|76.6|75-100|agentes|~|434|-44.2|baja|A|~
946|Salud y Hogar|Salud y Hogar|5|2026-08-06|operational_error|operativo|163|778|347|431|4.77|12|11|5|7|~|12|64.8|50-75|hibrido|~|23522|-96.7|baja|~|~
946|Salud y Hogar|Salud y Hogar|5|2026-07-06|ok|crecimiento|3312|23522|12248|11274|7.1|12|11|~|~|0|12|1849.2|100+|hibrido|~|3291|614.7|sube|AAA|~
24924|Ancona Autopartes|Ancona Autopartes CD. Carmen|5|2026-08-06|ok|bajo|18|735|354|381|40.83|2|2|1|1|~|34|21.6|0-25|hibrido|~|882|-16.7|plana|~|~
24924|Ancona Autopartes|Ancona Autopartes CD. Carmen|5|2026-07-06|ok|bajo|23|882|468|414|38.35|2|2|~|~|0|34|24.5|0-25|hibrido|~|261|237.9|sube|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Huayacan|5|2026-07-06|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|34|0|0-25|hibrido|~|261|-100|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Huayacan|5|2026-06-06|operational_error|bajo|10|94|43|51|9.4|1|1|1|0|0|34|2.8|0-25|hibrido|~|~|~|sin_historico|~|2026-07-03
24924|Ancona Autopartes|Ancona Autopartes Alemán|5|2026-08-06|operational_error|operativo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|214|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Alemán|5|2026-07-06|ok|bajo|16|214|109|105|13.38|1|1|~|~|0|34|5.9|0-25|hibrido|~|261|-18|plana|AAA|~
24924|Ancona Autopartes|Ancona Autopartes 20 noviembre|5|2026-08-06|usage_alert|bajo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|13|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes 20 noviembre|5|2026-07-06|ok|bajo|4|13|13|0|3.25|1|1|~|~|0|34|0.4|0-25|hibrido|~|261|-95|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Periferico|5|2026-08-06|ok|bajo|41|149|135|14|3.63|1|1|1|0|~|34|4.4|0-25|hibrido|~|138|8|plana|~|~
24924|Ancona Autopartes|Ancona Autopartes Periferico|5|2026-07-06|ok|bajo|33|138|123|15|4.18|1|1|~|~|0|34|3.8|0-25|hibrido|~|261|-47.1|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Pto Morelos|5|2026-08-06|usage_alert|bajo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|10|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Pto Morelos|5|2026-07-06|ok|bajo|3|10|10|0|3.33|1|1|~|~|0|34|0.3|0-25|hibrido|~|261|-96.2|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Canek|5|2026-08-06|operational_error|operativo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|12609|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Canek|5|2026-07-06|ok|crecimiento|95|12609|7237|5372|132.73|1|1|~|~|0|34|349.9|100+|hibrido|~|261|4731|sube|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Miraflores|5|2026-08-06|usage_alert|bajo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|34|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Miraflores|5|2026-07-06|ok|bajo|4|34|25|9|8.5|1|1|~|~|0|34|0.9|0-25|hibrido|~|261|-87|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Cozumel|5|2026-08-06|usage_alert|bajo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|13|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Cozumel|5|2026-07-06|ok|bajo|2|13|9|4|6.5|1|1|~|~|0|34|0.4|0-25|hibrido|~|261|-95|baja|AAA|~
24924|Ancona Autopartes|Ancona Autopartes Calle 50|5|2026-08-06|operational_error|operativo|0|0|0|0|0|1|1|0|1|~|34|0|0-25|hibrido|~|150|-100|baja|~|~
24924|Ancona Autopartes|Ancona Autopartes Calle 50|5|2026-07-06|ok|bajo|12|150|77|73|12.5|1|1|~|~|0|34|4.2|0-25|hibrido|~|261|-42.5|baja|AAA|~
122421|ALTERNET|Alternet Telecom|5|2026-08-06|ok|ok|3|186|93|93|62|~|3|0|3|~|2|93|75-100|hibrido|~|490|-62|baja|~|~
122421|ALTERNET|Alternet Telecom|5|2026-07-06|ok|crecimiento|6|490|245|245|81.67|1|3|~|~|0|2|231.1|100+|hibrido|~|2866|-82.9|baja|AAA|~
68328|PROBEMEDIC|Probemedic Farmacias|5|2026-08-06|operational_error|operativo|450|1470|995|475|3.27|~|11|2|9|~|5|294|100+|agentes|~|43298|-96.6|baja|~|~
68328|PROBEMEDIC|Probemedic Farmacias|5|2026-07-06|ok|crecimiento|1325|43298|23197|20101|32.68|1|11|~|~|0|5|8169.4|100+|agentes|~|3428|1163.1|sube|AAA|~
163432|Burs AI|BURS|5|2026-08-06|usage_alert|bajo|0|0|0|0|0|~|3|0|3|~|1|0|0-25|agentes|~|0|~|sin_historico|~|~
163432|Burs AI|BURS|5|2026-07-06|usage_alert|bajo|0|0|0|0|0|1|3|~|~|0|1|0|0-25|agentes|~|0|~|sin_historico|B|~
24924|Ancona Autopartes|Vendedores Ancona|5|2026-07-06|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|34|0|0-25|hibrido|~|261|-100|baja|AAA|~
24924|Ancona Autopartes|Vendedores Ancona|5|2026-06-06|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|34|0|0-25|hibrido|~|~|~|sin_historico|~|~
24924|Ancona Autopartes|Ancona Portillo Mecánicos|5|2026-07-06|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|34|0|0-25|hibrido|~|261|-100|baja|AAA|~
24924|Ancona Autopartes|Ancona Portillo Mecánicos|5|2026-06-06|operational_error|bajo|6|63|40|23|10.5|1|2|0|1|0|34|1.9|0-25|hibrido|~|~|~|sin_historico|~|2026-07-02
24924|Ancona Autopartes|Ancona Portillo Clientes|5|2026-07-06|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|34|0|0-25|hibrido|~|261|-100|baja|AAA|~
24924|Ancona Autopartes|Ancona Portillo Clientes|5|2026-06-06|operational_error|bajo|13|93|56|37|7.15|1|1|0|1|0|34|2.7|0-25|hibrido|~|~|~|sin_historico|~|2026-07-01
24924|Ancona Autopartes|CAM-Yucam|5|2026-08-06|operational_error|operativo|8|176|86|90|22|~|3|2|1|~|34|5.2|0-25|hibrido|~|31235|-99.4|baja|~|~
24924|Ancona Autopartes|CAM-Yucam|5|2026-07-06|ok|crecimiento|856|31235|13559|17676|36.49|1|3|~|~|0|34|1068.2|100+|hibrido|~|261|11867.4|sube|C|~
24924|Ancona Autopartes|Cam|5|2026-08-06|operational_error|operativo|0|0|0|0|0|~|9|0|9|~|34|0|0-25|hibrido|~|105673|-100|baja|~|~
24924|Ancona Autopartes|Cam|5|2026-07-06|ok|crecimiento|3891|105673|46528|59145|27.16|1|6|~|~|0|34|3614|100+|hibrido|~|261|40387.7|sube|C|~
172955|Yapp|Prestamos Yapp|6|2026-07-07|usage_alert|bajo|0|0|0|0|0|1|0|~|~|0|2|0|0-25|agentes|~|628|-100|baja|A|~
172955|Yapp|Prestamos Yapp|6|2026-06-07|usage_alert|crecimiento|46|628|366|262|13.65|1|3|0|1|0|2|314|100+|agentes|~|~|~|sin_historico|~|2026-07-07
162513|Pronto LATAM|Pronto LATAM|7|2026-07-08|usage_alert|bajo|0|0|0|0|0|1|0|~|~|3000|5|0|0-25|hibrido|0|0|~|sin_historico|AAA|~
162513|Pronto LATAM|Pronto LATAM|7|2026-06-08|operational_error|bajo|0|0|0|0|0|1|0|0|1|3000|5|0|0-25|hibrido|0|~|~|sin_historico|~|~
156117|Pet Forever|Pet forever|8|2026-08-09|operational_error|operativo|0|0|0|0|0|1|1|0|1|~|5|0|0-25|agentes|~|11798|-100|baja|~|~
156117|Pet Forever|Pet forever|8|2026-07-09|ok|crecimiento|573|11798|6368|5430|20.59|1|1|~|~|0|5|2986.8|100+|agentes|~|5556|112.3|sube|A|~
156117|Pet Forever|Pet Forever Logistica|8|2026-08-09|usage_alert|bajo|0|0|0|0|0|6|6|0|6|~|5|0|0-25|agentes|~|0|~|sin_historico|~|~
156117|Pet Forever|Pet Forever Logistica|8|2026-07-09|usage_alert|bajo|0|0|0|0|0|6|6|~|~|0|5|0|0-25|agentes|~|5556|-100|baja|A|~
164794|Notaría Pública Dieciocho|Notaría Pública 18|8|2026-08-09|ok|crecimiento|566|4902|2605|2297|8.66|~|2|2|0|~|10|490.2|100+|agentes|~|3009|62.9|sube|~|~
164794|Notaría Pública Dieciocho|Notaría Pública 18|8|2026-07-09|ok|crecimiento|187|3009|1602|1407|16.09|1|2|~|~|0|10|142.6|100+|agentes|~|1492|101.7|sube|AA|~
140468|Comaudi|COMAUDI|8|2026-08-09|ok|crecimiento|413|3313|1494|1819|8.02|~|1|0|1|~|1|3313|100+|agentes|~|1101|200.9|sube|~|~
140468|Comaudi|COMAUDI|8|2026-07-09|ok|crecimiento|39|1101|469|632|28.23|1|1|~|~|0|1|1280.2|100+|agentes|~|1|110000|sube|C|~
26850|Socio en ti|SOCIO EN TI|12|2026-07-13|ok|crecimiento|20|2177|1339|838|108.85|11|11|~|~|0|1|2755.7|100+|agentes|~|802|171.4|sube|A|~
26850|Socio en ti|SOCIO EN TI|12|2026-06-13|usage_alert|crecimiento|49|802|444|358|16.37|11|11|2|9|0|1|802|100+|agentes|~|~|~|sin_historico|~|2026-07-12
127919|Kinney Bonded Warehouse|Kbwsupply|12|2026-07-13|ok|crecimiento|71|3227|1659|1568|45.45|1|4|~|~|0|4|1021.2|100+|agentes|~|1287|150.7|sube|A|~
127919|Kinney Bonded Warehouse|Kbwsupply|12|2026-06-13|usage_alert|crecimiento|87|1287|558|729|14.79|1|4|0|1|0|4|321.8|100+|agentes|~|~|~|sin_historico|~|2026-07-11
177074|EKTARIS GRUPO INMOBILIARIO|EKTARIS GRUPO INMOBILIARIO|12|2026-07-13|ok|crecimiento|42|2494|1314|1180|59.38|1|1|~|~|0|4|789.2|100+|agentes|~|1732|44|sube|A|~
177074|EKTARIS GRUPO INMOBILIARIO|EKTARIS GRUPO INMOBILIARIO|12|2026-06-13|usage_alert|crecimiento|111|1732|783|949|15.6|1|1|0|1|0|4|433|100+|agentes|~|~|~|sin_historico|~|2026-07-11
11646|Grupo SERVEX|Grupo Servex|25|2026-07-26|ok|crecimiento|201|4537|3029|1508|22.57|~|1|~|~|0|1|4537|100+|hibrido|~|1555|191.8|sube|~|~
11646|Grupo SERVEX|Grupo Servex|12|2026-07-13|ok|crecimiento|174|4136|2701|1435|23.77|1|1|~|~|0|1|5235.4|100+|hibrido|~|1555|166|sube|A|~
161227|GRUPO ALVI|GRUPO ALVI|12|2026-07-13|ok|crecimiento|213|6182|2980|3202|29.02|1|1|~|~|0|3|2608.4|100+|agentes|~|553|1017.9|sube|A|~
161227|GRUPO ALVI|GRUPO ALVI|12|2026-06-13|operational_error|crecimiento|37|553|242|311|14.95|1|1|0|1|0|3|184.3|100+|agentes|~|~|~|sin_historico|~|2026-07-11
127288|PC ONE MEXICO|PC ONE MEXICO|12|2026-07-13|ok|crecimiento|3147|44308|19438|24870|14.08|1|8|~|~|0|7|3596.4|100+|hibrido|~|0|~|sube|B|~
127288|PC ONE MEXICO|PC ONE MEXICO|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|8|0|1|0|7|0|0-25|hibrido|~|~|~|sin_historico|~|~
114019|EMPODERA SALUD|EMPODERA SALUD|12|2026-07-13|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|10|0|0-25|agentes|~|0|~|sin_historico|AAA|~
114019|EMPODERA SALUD|EMPODERA SALUD|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|10|0|0-25|agentes|~|~|~|sin_historico|~|~
170333|HOTEL REAL DE MINAS SAN MIGUEL DE ALLENDE|HOTEL REAL DE MINAS SAN MIGUEL DE ALLENDE|12|2026-07-13|ok|crecimiento|63|1163|438|725|18.46|1|5|~|~|0|5|294.4|100+|agentes|~|272|327.6|sube|A|~
170333|HOTEL REAL DE MINAS SAN MIGUEL DE ALLENDE|HOTEL REAL DE MINAS SAN MIGUEL DE ALLENDE|12|2026-06-13|operational_error|ok|92|272|89|183|2.96|1|5|0|1|0|5|54.4|50-75|agentes|~|~|~|sin_historico|~|2026-07-13
130203|Viajes Express|Viajes Express|12|2026-07-13|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|0|~|sin_plan|tendencia|~|0|~|sin_historico|A|~
130203|Viajes Express|Viajes Express|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|0|~|sin_plan|tendencia|~|~|~|sin_historico|~|~
148881|Médica El Marqués|Médica El Marqués|12|2026-07-13|ok|crecimiento|38|5130|3805|1325|135|1|3|~|~|3000|1|4839.6|100+|hibrido|171|862|495.1|sube|AAA|~
148881|Médica El Marqués|Médica El Marqués|12|2026-06-13|usage_alert|crecimiento|55|862|480|382|15.67|1|3|0|1|3000|1|862|100+|hibrido|28.7|~|~|sin_historico|~|2026-07-13
177089|iELO|IELO|12|2026-07-13|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|10|0|0-25|agentes|~|0|~|sin_historico|A|~
177089|iELO|IELO|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|10|0|0-25|agentes|~|~|~|sin_historico|~|~
80394|queplan|QuePlan|12|2026-07-13|ok|crecimiento|152|3956|2096|1860|26.03|1|4|~|~|0|5|920|100+|hibrido|~|1586|149.4|sube|C|~
80394|queplan|QuePlan|12|2026-06-13|usage_alert|crecimiento|109|1586|711|875|14.55|1|4|0|1|0|5|317.2|100+|hibrido|~|~|~|sin_historico|~|2026-07-13
13647|AJ PENNY BLINDS|Comercializadora AJ Penny|12|2026-07-13|ok|crecimiento|42|41988|19083|22905|999.71|1|4|~|~|0|11|4438.5|100+|hibrido|~|882|4660.5|sube|C|~
13647|AJ PENNY BLINDS|Comercializadora AJ Penny|12|2026-06-13|usage_alert|ok|51|882|332|550|17.29|1|4|0|1|0|11|80.2|75-100|hibrido|~|~|~|sin_historico|~|2026-07-11
171458|StratoLegal|StratoLegal|12|2026-07-13|ok|crecimiento|977|12267|5493|6774|12.56|1|1|~|~|0|6|2377.3|100+|agentes|~|85|14331.8|sube|C|~
171458|StratoLegal|StratoLegal|12|2026-06-13|usage_alert|bajo|5|85|21|64|17|1|1|0|1|0|6|14.2|0-25|agentes|~|~|~|sin_historico|~|2026-07-12
173790|Ferreteria Osito|Distribuidora Ferretera Osito|12|2026-07-13|usage_alert|bajo|0|0|0|0|0|1|2|~|~|0|2|0|0-25|agentes|~|0|~|sin_historico|C|~
173790|Ferreteria Osito|Distribuidora Ferretera Osito|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|2|0|1|0|2|0|0-25|agentes|~|~|~|sin_historico|~|~
31104|Colegio San Charbel|Colegio Católico Cristobal Colón|12|2026-07-13|ok|crecimiento|364|2514|1247|1267|6.91|1|5|~|~|0|1|2371.7|100+|agentes|~|913|175.4|sube|AAA|~
31104|Colegio San Charbel|Colegio Católico Cristobal Colón|12|2026-06-13|usage_alert|crecimiento|123|913|343|570|7.42|1|5|0|1|0|1|913|100+|agentes|~|~|~|sin_historico|~|2026-07-12
176438|ENCAMINO Chat|Encamino|12|2026-07-13|ok|crecimiento|12|1086|541|545|90.5|1|3|~|~|0|5|252.6|100+|agentes|~|63|1623.8|sube|C|~
176438|ENCAMINO Chat|Encamino|12|2026-06-13|usage_alert|bajo|6|63|29|34|10.5|1|2|0|1|0|5|12.6|0-25|agentes|~|~|~|sin_historico|~|2026-07-11
171309|DOSATEC|DOSATEC|12|2026-07-13|ok|crecimiento|144|4397|2391|2006|30.53|1|6|~|~|0|8|639.1|100+|agentes|~|1337|228.9|sube|C|~
171309|DOSATEC|DOSATEC|12|2026-06-13|usage_alert|crecimiento|98|1337|601|736|13.64|1|6|0|1|0|8|167.1|100+|agentes|~|~|~|sin_historico|~|2026-07-10
142996|Ecocentenario|Ecocentenario|12|2026-07-13|ok|crecimiento|522|7516|3303|4213|14.4|1|7|~|~|0|6|1585.7|100+|hibrido|~|67|11117.9|sube|A|~
142996|Ecocentenario|Ecocentenario|12|2026-06-13|usage_alert|bajo|5|67|28|39|13.4|1|7|0|1|0|6|11.2|0-25|hibrido|~|~|~|sin_historico|~|2026-07-11
159123|MUMBII|MUMBii|12|2026-07-13|ok|crecimiento|507|80421|35600|44821|158.62|1|6|~|~|0|5|18702.6|100+|agentes|~|0|~|sube|C|~
